,percentage_occupied,a_symmetry,b_symmetry,c_symmetry,contour_perimeter,total_contour_perimeter,iou_circle,View
0,72.89684256055364,1.0,0.0,-68.0,1241.0,2603.0,0.8121340051749966,1.0
1,48.82727272727273,1.0,0.0,-55.0,771.0,600.0,0.6693548387096774,1.0
2,24.382716049382715,0.4230769230769231,1.0,-13.5,114.0,47.0,0.2545454545454545,1.0
3,75.22005357826254,1.0,0.0,-67.0,1066.0,1189.0,0.8580936534347516,2.0
4,74.44891391794046,1.0,0.0,-56.0,997.0,1889.0,0.8010298260954046,2.0
5,72.80092592592592,0.0,1.0,-44.0,879.0,1763.0,0.8804092354486381,1.0
6,70.08689839572193,1.0,0.0,-68.0,1586.0,2072.0,0.8390177353342428,1.0
7,73.55410447761194,0.0,1.0,-48.0,924.0,809.0,0.6632591701743836,1.0
8,68.61096039066739,1.0,0.0,-38.0,706.0,1017.0,0.8431015653440116,1.0
9,48.9251040221914,1.0,0.0,-56.0,937.0,644.0,0.5645823273780782,1.0
10,81.6916753330362,0.0,1.0,-64.0,1354.0,2861.0,0.8080090713774171,1.0
11,75.13468711147948,1.0,0.0,-64.0,1208.0,1235.0,0.8160900235136043,2.0
12,54.671052631578945,0.0,1.0,-20.0,295.0,250.0,0.5235849056603774,1.0
13,76.02513004120787,1.0,0.0,-66.0,1199.0,1276.0,0.8210183299389002,2.0
14,54.926945293917775,0.0,1.0,-54.0,1472.0,1264.0,0.5156909734109323,1.0
15,78.716720332993,0.0,1.0,-54.0,1030.0,2130.0,0.8765142633841344,2.0
16,72.18591140159768,0.0,1.0,-40.0,521.0,739.0,0.7636363636363637,2.0
17,77.61341222879685,0.0,1.0,-52.0,995.0,2144.0,0.8801444043321299,2.0
18,61.66930379746836,0.0,1.0,-32.0,800.0,941.0,0.7739665787159191,1.0
19,75.7121128318584,1.0,0.0,-64.0,1166.0,1129.0,0.8192801409514221,2.0
20,70.77302631578948,1.0,0.0,-32.0,1006.0,899.0,0.6098949211908932,1.0
21,64.06806104041733,1.0,0.0,-80.0,1217.0,2037.0,0.7744859307359307,3.0
22,70.40865384615384,1.0,0.0,-64.0,1745.0,1376.0,0.7068749018992309,1.0
23,68.73927958833619,0.0,1.0,-80.0,1229.0,2414.0,0.7539307171161959,3.0
24,63.14151747655584,0.0,1.0,-69.0,1324.0,2425.0,0.746952648851383,3.0
